date,indicator,USD,EUR,JPY,GBP,SGD,AUD,CAD,CNY,CHF,THB,IDR,VND,KHR,MMK,PHP,BND,KRW,HKD,TWD,INR,PKR,NPR,SAR,AED,EGP,NZD,XDR
1997-01-01,avg,2.4912,,0.0212,4.151,1.7724,,,,1.7956,,,,,,,,,0.3219,,,,,,,,,3.5339
1997-01-01,end,2.4862,,0.020471,4.0376,1.7664,,,,1.7481,,,,,,,,,0.321,,,,,,,,,3.4691
1997-01-01,high,2.5265,,0.021867,4.3188,1.8059,,,,1.8808,,,,,,,,,0.3267,,,,,,,,,3.6385
1997-01-01,low,2.4717,,0.020469,4.0205,1.7604,,,,1.7352,,,,,,,,,0.3194,,,,,,,,,3.469
1997-01-01,start,2.5265,,0.021792,4.3188,1.8059,,,,1.8808,,,,,,,,,0.3267,,,,,,,,,3.6385
1997-02-01,avg,2.4861,,0.0202,4.0368,1.7516,,,,1.7083,,,,,,,,,0.3209,,,,,,,,,3.4392
1997-02-01,end,2.4838,,0.020481,4.0555,1.7403,,,,1.6794,,,,,,,,,0.3207,,,,,,,,,3.4458
1997-02-01,high,2.4935,,0.020481,4.0925,1.7699,,,,1.7567,,,,,,,,,0.3217,,,,,,,,,3.4724
1997-02-01,low,2.4773,,0.019948,3.9775,1.7403,,,,1.6794,,,,,,,,,0.3199,,,,,,,,,3.4208
1997-02-01,start,2.4836,,0.02045,3.9775,1.7638,,,,1.7429,,,,,,,,,0.3205,,,,,,,,,3.4543
1997-03-01,avg,2.4769,,0.0202,3.987,1.7245,,,,1.6923,,,,,,,,,0.3198,,,,,,,,,3.4128
1997-03-01,end,2.479,,0.019992,4.0501,1.7158,,,,1.7067,,,,,,,,,0.3199,,,,,,,,,3.4381
1997-03-01,high,2.4835,,0.02062,4.0501,1.7426,,,,1.7143,,,,,,,,,0.3207,,,,,,,,,3.4381
1997-03-01,low,2.4719,,0.019971,3.9353,1.7121,,,,1.6641,,,,,,,,,0.3191,,,,,,,,,3.3939
1997-03-01,start,2.4835,,0.02062,4.0429,1.7426,,,,1.6798,,,,,,,,,0.3207,,,,,,,,,3.4366
1997-04-01,avg,2.5001,,0.0199,4.0776,1.735,,,,1.7133,,,,,,,,,0.3221,,,,,,,,,3.4306
1997-04-01,end,2.5144,,0.01983,4.0834,1.7384,,,,1.7041,,,,,,,,,0.3245,,,,,,,,,3.4298
1997-04-01,high,2.5144,,0.020213,4.1039,1.7433,,,,1.7343,,,,,,,,,0.3245,,,,,,,,,3.4448
1997-04-01,low,2.476,,0.019737,4.0613,1.7172,,,,1.6966,,,,,,,,,0.3112,,,,,,,,,3.4202
1997-04-01,start,2.476,,0.020025,4.0619,1.7172,,,,1.7153,,,,,,,,,0.3195,,,,,,,,,3.4312
1997-05-01,avg,2.507,,0.0211,4.0938,1.7464,,,,1.7532,,,,,,,,,0.3238,,,,,,,,,3.4745
1997-05-01,end,2.514,,0.021585,4.1199,1.7582,,,,1.7786,,,,,,,,,0.3245,,,,,,,,,3.499
1997-05-01,high,2.5225,,0.021912,4.1412,1.7582,,,,1.798,,,,,,,,,0.3259,,,,,,,,,3.5176
1997-05-01,low,2.4915,,0.019797,4.0581,1.7324,,,,1.7032,,,,,,,,,0.322,,,,,,,,,3.4203
1997-05-01,start,2.5097,,0.019797,4.0795,1.7345,,,,1.7033,,,,,,,,,0.324,,,,,,,,,3.4227
1997-06-01,avg,2.5158,,0.022,4.1373,1.763,,,,1.748,,,,,,,,,0.3249,,,,,,,,,3.4975
1997-06-01,end,2.5235,,0.022088,4.1989,1.7647,,,,1.7368,,,,,,,,,0.3257,,,,,,,,,3.512
1997-06-01,high,2.5235,,0.022553,4.2084,1.7694,,,,1.7759,,,,,,,,,0.3257,,,,,,,,,3.5163
1997-06-01,low,2.5091,,0.021626,4.0979,1.757,,,,1.7367,,,,,,,,,0.3241,,,,,,,,,3.4772
1997-06-01,start,2.5155,,0.02163,4.1229,1.7578,,,,1.7759,,,,,,,,,0.3249,,,,,,,,,3.4874
1997-07-01,avg,2.5729,,0.0223,4.3019,1.7747,,,,1.7389,,,,,,,,,0.3322,,,,,,,,,3.5441
1997-07-01,end,2.636,,0.022273,4.3178,1.7917,,,,1.7394,,,,,,,,,0.3403,,,,,,,,,3.5462
1997-07-01,high,2.6504,,0.022846,4.4352,1.7994,,,,1.7869,,,,,,,,,0.3424,,,,,,,,,3.6208
1997-07-01,low,2.498,,0.021941,4.1854,1.739,,,,1.7102,,,,,,,,,0.3225,,,,,,,,,3.4688
1997-07-01,start,2.5245,,0.021953,4.2052,1.7652,,,,1.725,,,,,,,,,0.3259,,,,,,,,,3.5015
1997-08-01,avg,2.7476,,0.0233,4.4105,1.8356,,,,1.8158,,,,,,,,,0.3548,,,,,,,,,3.7054
1997-08-01,end,2.962,,0.024787,4.7881,1.9379,,,,1.9966,,,,,,,,,0.3824,,,,,,,,,3.9057
1997-08-01,high,2.962,,0.024787,4.7881,1.9379,,,,1.9966,,,,,,,,,0.3824,,,,,,,,,3.9057
1997-08-01,low,2.6085,,0.021976,4.2077,1.78,,,,1.7038,,,,,,,,,0.3369,,,,,,,,,3.5342
1997-08-01,start,2.626,,0.022141,4.3074,1.787,,,,1.7336,,,,,,,,,0.3391,,,,,,,,,3.5579
1997-09-01,avg,3.0134,,0.0249,4.824,1.9853,,,,2.0486,,,,,,,,,0.3891,,,,,,,,,4.0839
1997-09-01,end,3.1975,,0.026419,5.1481,2.0899,,,,2.1961,,,,,,,,,0.4132,,,,,,,,,4.3552
1997-09-01,high,3.1975,,0.026419,5.1481,2.0899,,,,2.1961,,,,,,,,,0.4132,,,,,,,,,4.3552
1997-09-01,low,2.9055,,0.024265,4.5986,1.9321,,,,1.9546,,,,,,,,,0.3751,,,,,,,,,3.9416
1997-09-01,start,2.9415,,0.024271,4.7329,1.9321,,,,1.9696,,,,,,,,,0.3796,,,,,,,,,3.9751
1997-10-01,avg,3.2856,,0.0271,5.3569,2.1089,,,,2.2613,,,,,,,,,0.4247,,,,,,,,,4.4998
1997-10-01,end,3.437,,0.028606,5.7364,2.1634,,,,2.4629,,,,,,,,,0.4445,,,,,,,,,4.7555
1997-10-01,high,3.437,,0.028606,5.7364,2.1881,,,,2.4629,,,,,,,,,0.4445,,,,,,,,,4.7555
1997-10-01,low,3.042,,0.025151,4.9444,1.9889,,,,2.0914,,,,,,,,,0.3932,,,,,,,,,4.1814
1997-10-01,start,3.3675,,0.027831,5.4473,2.1881,,,,2.322,,,,,,,,,0.4352,,,,,,,,,4.6032
1997-11-01,avg,3.3864,,0.0271,5.7141,2.14,,,,2.4088,,,,,,,,,0.438,,,,,,,,,4.6407
1997-11-01,end,3.501,,0.027449,5.866,2.1996,,,,2.4655,,,,,,,,,0.4529,,,,,,,,,4.7884
1997-11-01,high,3.511,,0.027838,5.932,2.2021,,,,2.4929,,,,,,,,,0.4542,,,,,,,,,4.8067
1997-11-01,low,3.275,,0.026365,5.4817,2.0972,,,,2.3223,,,,,,,,,0.4235,,,,,,,,,4.5167
1997-11-01,start,3.275,,0.027279,5.4817,2.1021,,,,2.3223,,,,,,,,,0.4235,,,,,,,,,4.5167
1997-12-01,avg,3.7688,,0.0291,6.2674,2.2885,,,,2.6224,,,,,,,,,0.4866,,,,,,,,,5.083
1997-12-01,end,3.89,,0.02997,6.5022,2.3256,,,,2.6856,,,,,,,,,0.5019,,,,,,,,,5.2715
1997-12-01,high,3.89,,0.030294,6.5276,2.3454,,,,2.7174,,,,,,,,,0.502,,,,,,,,,5.2715
1997-12-01,low,3.53,,0.027641,5.9463,2.2149,,,,2.472,,,,,,,,,0.4566,,,,,,,,,4.7927
1997-12-01,start,3.53,,0.027641,5.9463,2.2149,,,,2.472,,,,,,,,,0.4566,,,,,,,,,4.7927
1998-01-01,avg,4.3985,,0.0338,7.1902,2.5076,2.8667,3.0619,,2.9811,0.0825,0.0005,,,,0.1024,,0.0026,0.568,0.13,,,,,,,,5.9572
1998-01-01,end,4.545,,0.035972,7.5345,2.5898,3.0482,3.1348,,3.1334,0.083395,0.000354,,,,0.105348,,0.002708,0.5868,0.134175,,,,,,,,6.1243
1998-01-01,high,4.725,,0.035972,7.6604,2.6516,3.0482,3.2933,,3.1861,0.089026,0.000671,,,,0.107031,,0.002743,0.6097,0.137421,,,,,,,,6.3076
1998-01-01,low,3.93,,0.030009,6.4669,2.3234,2.5563,2.7549,,2.6847,0.078031,0.000336,,,,0.093966,,0.002319,0.5072,0.120464,,,,,,,,5.3684
1998-01-01,start,3.93,,0.030009,6.4669,2.3234,2.5563,2.7549,,2.6847,0.081623,0.000671,,,,0.0951,,0.002319,0.5072,0.120464,,,,,,,,5.3684
1998-02-01,avg,3.8245,,0.0304,6.2729,2.311,2.5742,2.666,,2.6154,0.0835,0.0004,,,,0.0951,,0.0023,0.494,0.1166,,,,,,,,5.1173
1998-02-01,end,3.675,,0.02889,6.0404,2.2707,2.4801,2.5871,,2.5034,0.085666,0.00042,,,,0.092129,,0.002248,0.4745,0.114762,,,,,,,,4.9429
1998-02-01,high,4.105,,0.032489,6.7624,2.4035,2.8118,2.8226,,2.7892,0.087198,0.000532,,,,0.101737,,0.002626,0.5305,0.123944,,,,,,,,5.448
1998-02-01,low,3.46,,0.027994,5.625,2.1378,2.3572,2.4126,,2.3691,0.07886,0.000386,,,,0.08993,,0.002159,0.4471,0.105855,,,,,,,,4.6701
1998-02-01,start,4.105,,0.032489,6.7624,2.4035,2.8118,2.8226,,2.7892,0.083777,0.000401,,,,0.101737,,0.002626,0.5305,0.123944,,,,,,,,5.448
1998-03-01,avg,3.7408,,0.0291,6.2103,2.3126,2.5057,2.6415,,2.5155,0.0907,0.0004,,,,0.0962,,0.0025,0.4829,0.1153,,,,,,,,5.0283
1998-03-01,end,3.643,,0.027675,6.1079,2.2684,2.421,2.5608,,2.394,0.094014,0.000429,,,,0.096402,,0.002619,0.4702,0.111034,,,,,,,,4.8666
1998-03-01,high,4.06,,0.031688,6.6517,2.4525,2.703,2.8621,,2.7227,0.094475,0.000433,,,,0.101096,,0.002619,0.5243,0.125551,,,,,,,,5.4504
1998-03-01,low,3.58,,0.027439,5.9154,2.2333,2.3907,2.5255,,2.3918,0.083039,0.000356,,,,0.090783,,0.002305,0.4621,0.109544,,,,,,,,4.7973
1998-03-01,start,3.6225,,0.028829,5.988,2.2354,2.4643,2.5436,,2.4803,0.083039,0.000412,,,,0.091236,,0.002305,0.4678,0.113665,,,,,,,,4.9031
1998-04-01,avg,3.7316,,0.0283,6.243,2.3309,2.4358,2.612,,2.4792,0.0942,0.0005,,,,0.097,,0.0027,0.4816,0.1132,,,,,,,,5.0128
1998-04-01,end,3.7365,,0.028295,6.2435,2.3589,2.4304,2.6014,,2.4943,0.096488,0.00046,,,,0.09311,,0.002792,0.4824,0.113272,,,,,,,,5.0713
1998-04-01,high,3.795,,0.028997,6.408,2.3779,2.4787,2.6647,,2.5376,0.097871,0.000487,,,,0.099411,,0.002805,0.4898,0.114913,,,,,,,,5.1101
1998-04-01,low,3.63,,0.027508,6.0659,2.2638,2.384,2.5462,,2.4,0.091093,0.000424,,,,0.09311,,0.002533,0.4684,0.110217,,,,,,,,4.8804
1998-04-01,start,3.66,,0.027508,6.1239,2.2638,2.4257,2.5811,,2.4059,0.093907,0.000424,,,,0.095824,,0.002645,0.4723,0.111448,,,,,,,,4.8841
1998-05-01,avg,3.8155,,0.0283,6.2484,2.3296,2.4036,2.6409,,2.5823,0.0976,0.0004,,,,0.0972,,0.0027,0.4924,0.1139,,,,,,,,5.1255
1998-05-01,end,3.8785,,0.027954,6.3063,2.3128,2.415,2.6663,,2.6281,0.096373,0.000335,,,,0.099093,,0.002753,0.5005,0.114033,,,,,,,,5.1792
1998-05-01,high,3.895,,0.029198,6.4696,2.3962,2.4744,2.7071,,2.6471,0.100052,0.000459,,,,0.099638,,0.002787,0.5026,0.117298,,,,,,,,5.2641
1998-05-01,low,3.685,,0.027658,6.1356,2.2847,2.3561,2.5703,,2.4682,0.094975,0.000285,,,,0.09201,,0.002627,0.4756,0.111616,,,,,,,,4.9583
1998-05-01,start,3.685,,0.027658,6.1356,2.3217,2.3767,2.5709,,2.4682,0.094975,0.000459,,,,0.09201,,0.002728,0.4756,0.111616,,,,,,,,4.9583
1998-06-01,avg,3.9967,,0.0285,6.5904,2.3583,2.4092,2.7287,,2.6764,0.0943,0.0003,,,,0.0984,,0.0029,0.5159,0.1158,,,,,,,,5.3296
1998-06-01,end,4.175,,0.029695,6.9639,2.4472,2.5599,2.8387,,2.7436,0.098549,0.00028,,,,0.099571,,0.003027,0.5388,0.121101,,,,,,,,5.5592
1998-06-01,high,4.175,,0.029695,6.9639,2.4472,2.5599,2.8387,,2.7436,0.098549,0.000345,,,,0.101483,,0.003027,0.5388,0.121101,,,,,,,,5.5592
1998-06-01,low,3.8725,,0.027857,6.3068,2.2983,2.3356,2.6575,,2.6099,0.0919,0.000248,,,,0.09529,,0.002767,0.4998,0.113538,,,,,,,,5.173
1998-06-01,start,3.8725,,0.02791,6.3068,2.2983,2.4105,2.6575,,2.6099,0.095078,0.000337,,,,0.099105,,0.002767,0.4998,0.113538,,,,,,,,5.173
1998-07-01,avg,4.1549,,0.0295,6.8339,2.4335,2.5672,2.797,,2.7463,0.1007,0.0003,,,,0.0994,,0.0032,0.5362,0.1208,,,,,,,,5.532
1998-07-01,end,4.1425,,0.028844,6.78,2.4022,2.5313,2.7561,,2.778,0.10157,0.000314,,,,0.098525,,0.003376,0.5347,0.120544,,,,,,,,5.5074
1998-07-01,high,4.265,,0.030078,6.9784,2.4617,2.6051,2.8846,,2.7918,0.101919,0.00032,,,,0.101047,,0.003418,0.5504,0.123629,,,,,,,,5.6522
1998-07-01,low,4.09,,0.028844,6.7056,2.4022,2.5213,2.7331,,2.6961,0.097628,0.000275,,,,0.098031,,0.003013,0.5278,0.119176,,,,,,,,5.4553
1998-07-01,start,4.115,,0.029663,6.8571,2.4378,2.5519,2.8081,,2.7005,0.097628,0.000279,,,,0.098824,,0.003013,0.5311,0.11976,,,,,,,,5.4822
1998-08-01,avg,4.1982,,0.029,6.8506,2.3958,2.4843,2.7425,,2.8045,0.101,0.0003,,,,0.0975,,0.0032,0.5418,0.121,,,,,,,,5.5629
1998-08-01,end,4.22,,0.02983,6.9852,2.3823,2.3765,2.6733,,2.8535,0.100537,0.000386,,,,0.096546,,0.003163,0.5446,0.121266,,,,,,,,5.5739
1998-08-01,high,4.243,,0.02983,6.9852,2.4207,2.5346,2.7956,,2.8535,0.102031,0.000386,,,,0.098788,,0.003362,0.5475,0.121957,,,,,,,,5.6149
1998-08-01,low,4.1425,,0.028641,6.7543,2.3741,2.3765,2.6733,,2.768,0.09943,0.000317,,,,0.096546,,0.00312,0.5345,0.120287,,,,,,,,5.4999
1998-08-01,start,4.155,,0.028695,6.7893,2.4006,2.5238,2.7443,,2.7877,0.101676,0.000317,,,,0.098788,,0.003343,0.5362,0.120722,,,,,,,,5.5064
1998-09-01,avg,3.8138,,0.0284,6.4043,2.207,2.2453,2.5034,,2.7174,0.0942,0.0003,,,,0.0871,,0.0028,0.4921,0.1103,,,,,,,,5.2034
1998-09-01,end,3.8,,0.028092,6.4914,2.2546,2.2712,2.5109,,2.7421,0.096855,0.000354,,,,0.086376,,0.002743,0.4904,0.110404,,,,,,,,5.2112
1998-09-01,high,4.09,,0.02933,6.8471,2.3058,2.3244,2.6091,,2.8301,0.098382,0.000375,,,,0.093668,,0.003013,0.5278,0.117456,,,,,,,,5.5169
1998-09-01,low,3.8,,0.027712,6.2985,2.1506,2.2046,2.4634,,2.6417,0.093024,0.000313,,,,0.085336,,0.002704,0.4889,0.109277,,,,,,,,5.1177
1998-09-01,start,4.09,,0.02933,6.8471,2.3058,2.3244,2.6091,,2.8301,0.098365,0.000375,,,,0.093668,,0.003013,0.5278,0.117456,,,,,,,,5.5169
1998-10-01,avg,3.8,,0.0313,6.4363,2.3171,2.3472,2.4635,,2.8387,0.0997,0.0004,,,,0.0891,,0.0028,0.4905,0.115,,,,,,,,5.3365
1998-10-01,end,3.8,,0.032854,6.3823,2.3435,2.3752,2.4499,,2.8295,0.103191,0.000499,,,,0.094164,,0.002893,0.4905,0.11696,,,,,,,,5.3517
1998-10-01,high,3.8,,0.033081,6.5157,2.3573,2.4256,2.5018,,2.926,0.103613,0.000533,,,,0.094164,,0.002893,0.4905,0.11696,,,,,,,,5.428
1998-10-01,low,3.8,,0.027883,6.3365,2.2432,2.2351,2.4367,,2.7562,0.095996,0.000352,,,,0.086511,,0.002735,0.4903,0.110852,,,,,,,,5.2432
1998-10-01,start,3.8,,0.027883,6.4486,2.2432,2.2544,2.4839,,2.7562,0.096337,0.000352,,,,0.086511,,0.002735,0.4905,0.110852,,,,,,,,5.2432
1998-11-01,avg,3.8,,0.0316,6.3156,2.3187,2.4092,2.4661,,2.7459,0.1042,0.0005,,,,0.0953,,0.0029,0.4907,0.1168,,,,,,,,5.2909
1998-11-01,end,3.8,,0.03072,6.2748,2.2963,2.4026,2.4742,,2.6916,0.105191,0.000514,,,,0.09657,,0.003044,0.4907,0.117212,,,,,,,,5.2446
1998-11-01,high,3.8,,0.033116,6.3745,2.3472,2.4451,2.4959,,2.8232,0.10557,0.000519,,,,0.09657,,0.00305,0.4909,0.117466,,,,,,,,5.3552
1998-11-01,low,3.8,,0.03072,6.2748,2.2906,2.3691,2.4472,,2.6916,0.102371,0.000427,,,,0.092967,,0.002881,0.4906,0.115819,,,,,,,,5.2446
1998-11-01,start,3.8,,0.033116,6.3745,2.3472,2.3805,2.4636,,2.8232,0.103613,0.000492,,,,0.094294,,0.002887,0.4906,0.117393,,,,,,,,5.3552
1998-12-01,avg,3.8,,0.0324,6.3505,2.2991,2.3514,2.4646,,2.7953,0.1049,0.0005,,,,0.0972,,0.0031,0.4905,0.1177,,,,,,,,5.3305
1998-12-01,end,3.8,,0.033141,6.3313,2.2879,2.3323,2.4542,,2.7497,0.103613,0.000476,,,,0.097064,,0.00319,0.490513,0.117977,,,,,,,,5.3505
1998-12-01,high,3.8,,0.033141,6.4201,2.308,2.409,2.4955,,2.8658,0.106592,0.00051,,,,0.098242,,0.00319,0.4908,0.118013,,,,,,,,5.3556
1998-12-01,low,3.8,,0.030944,6.2622,2.2871,2.3108,2.4488,,2.7269,0.102981,0.000476,,,,0.09537,,0.003059,0.4904,0.117194,,,,,,,,5.2662
1998-12-01,start,3.8,,0.030944,6.2622,2.3071,2.3972,2.4955,,2.7269,0.105381,0.00051,,,,0.096582,,0.003059,0.4907,0.117194,,,,,,,,5.2662
1999-01-01,avg,3.8,4.4131,0.0336,6.2717,2.2651,2.3958,2.501,,2.7471,0.1039,0.0004,,,,0.099,,0.0032,0.4904,0.1179,,,,1.0131,,,,5.3383
1999-01-01,end,3.8,4.3382,0.032691,6.2581,2.2489,2.3912,2.5041,,2.6948,0.103108,0.00043,,,,0.098805,,0.003235,0.490419,0.117576,,,,1.01347,,,,5.2811
1999-01-01,high,3.8,4.505,0.03439,6.3368,2.293,2.4273,2.5217,,2.7983,0.105337,0.000484,,,,0.10049,,0.003278,0.490545,0.118474,,,,1.01347,,,,5.3819
1999-01-01,low,3.8,4.3382,0.032691,6.1998,2.2489,2.3304,2.4787,,2.6948,0.102152,0.000407,,,,0.097775,,0.003188,0.490374,0.117503,,,,1.01212,,,,5.2811
1999-01-01,start,3.8,4.505,0.033408,6.3368,2.293,2.3304,2.4787,,2.7913,0.104468,0.000476,,,,0.098078,,0.003188,0.490513,0.11794,,,,1.013335,,,,5.3506
1999-02-01,avg,3.8,4.2585,0.0326,6.1881,2.2344,2.4345,2.5391,,2.6633,0.1024,0.0004,,,,0.0978,,0.0032,0.4904,0.1169,,,,1.0133,,,,5.2442
1999-02-01,end,3.8,4.1797,0.031506,6.0831,2.2024,2.3703,2.5142,,2.6253,0.101335,0.000434,,,,0.09725,,0.003113,0.490419,0.115083,,,,1.013065,,,,5.1892
1999-02-01,high,3.8,4.3108,0.033907,6.2481,2.2533,2.4821,2.553,,2.6937,0.103741,0.000444,,,,0.098856,,0.003248,0.49045,0.117867,,,,1.013443,,,,5.3009
1999-02-01,low,3.8,4.1772,0.031129,6.0782,2.1954,2.3703,2.5125,,2.6155,0.100623,0.000427,,,,0.096411,,0.003112,0.490324,0.114735,,,,1.013065,,,,5.1729
1999-02-01,start,3.8,4.2956,0.033017,6.2389,2.246,2.4201,2.52,,2.6743,0.10336,0.000432,,,,0.098702,,0.003238,0.490374,0.117721,,,,1.0132,,,,5.2934
1999-03-01,avg,3.8,4.1407,0.0318,6.1582,2.1975,2.3934,2.504,,2.596,0.1013,0.0004,,,,0.0977,,0.0031,0.4904,0.1147,,,,1.0135,,,,5.1792
1999-03-01,end,3.8,4.0688,0.03156,6.1308,2.1938,2.3882,2.5155,,2.5504,0.100971,0.000436,,,,0.097977,,0.003101,0.490339,0.114632,,,,1.013605,,,,5.1599
1999-03-01,high,3.8,4.1892,0.032412,6.2215,2.2104,2.4258,2.5248,,2.6244,0.102015,0.00044,,,,0.098205,,0.003117,0.490507,0.115153,,,,1.013686,,,,5.2073
1999-03-01,low,3.8,4.0688,0.030851,6.0788,2.1874,2.3551,2.4873,,2.5504,0.100623,0.000412,,,,0.097039,,0.003053,0.490333,0.114425,,,,1.013172,,,,5.1426
1999-03-01,start,3.8,4.1831,0.031848,6.0788,2.204,2.3551,2.5163,,2.6244,0.101619,0.000433,,,,0.097399,,0.003111,0.490444,0.115153,,,,1.013416,,,,5.1901
1999-04-01,avg,3.8,4.0705,0.0318,6.117,2.2169,2.4371,2.5519,,2.5418,0.101,0.0004,,,,0.0993,,0.0032,0.4904,0.1155,,,,1.0134,,,,5.1484
1999-04-01,end,3.8,4.0385,0.031887,6.1234,2.2333,2.5043,2.5934,,2.5041,0.102042,0.000464,,,,0.100122,,0.003221,0.490273,0.116191,,,,1.013253,,,,5.1347
1999-04-01,high,3.8,4.1183,0.032284,6.1456,2.2423,2.5043,2.5934,,2.5755,0.102042,0.000464,,,,0.100172,,0.003234,0.49045,0.116352,,,,1.013686,,,,5.1692
1999-04-01,low,3.8,4.0268,0.031251,6.0527,2.1899,2.376,2.5217,,2.5041,0.099778,0.000435,,,,0.098067,,0.003101,0.49026,0.114562,,,,1.012929,,,,5.1296
1999-04-01,start,3.8,4.0908,0.032012,6.1285,2.2013,2.4106,2.5217,,2.5638,0.101119,0.00044,,,,0.098067,,0.003104,0.490355,0.114701,,,,1.013578,,,,5.1603
1999-05-01,avg,3.8,4.0409,0.0312,6.1372,2.2195,2.5162,2.6012,,2.5208,0.1026,0.0005,,,,0.1004,,0.0032,0.4901,0.116,,,,1.0131,,,,5.1256
1999-05-01,end,3.8,3.9739,0.031302,6.0871,2.1988,2.4634,2.5777,,2.4954,0.102358,0.00047,,,,0.099968,,0.003204,0.490007,0.116103,,,,1.013253,,,,5.1104
1999-05-01,high,3.8,4.1018,0.031748,6.2266,2.2391,2.5581,2.6224,,2.5486,0.103529,0.000499,,,,0.101152,,0.003204,0.490279,0.116245,,,,1.01328,,,,5.1653
1999-05-01,low,3.8,3.9624,0.030561,6.0596,2.1963,2.4589,2.5745,,2.4916,0.101755,0.000468,,,,0.099778,,0.00314,0.489976,0.115784,,,,1.010532,,,,5.0911
1999-05-01,start,3.8,4.0247,0.031748,6.12,2.238,2.5132,2.6087,,2.4976,0.102634,0.000474,,,,0.100344,,0.003195,0.490276,0.116245,,,,1.013253,,,,5.1278
1999-06-01,avg,3.8,3.9463,0.0315,6.0657,2.2197,2.4924,2.5855,,2.4745,0.1029,0.0005,,,,0.1003,,0.0033,0.4899,0.1171,,,,1.0132,,,,5.0922
1999-06-01,end,3.8,3.9255,0.031509,5.9834,2.2338,2.5151,2.5742,,2.4517,0.102912,0.000566,,,,0.099988,,0.003281,0.489799,0.117794,,,,1.013253,,,,5.0763
1999-06-01,high,3.8,3.992,0.032109,6.1219,2.2338,2.5195,2.6042,,2.4991,0.103642,0.000575,,,,0.100637,,0.003297,0.489973,0.117794,,,,1.01328,,,,5.1302
1999-06-01,low,3.8,3.916,0.031149,5.9834,2.2004,2.4422,2.5595,,2.4517,0.102427,0.000466,,,,0.099916,,0.003197,0.489799,0.116014,,,,1.013199,,,,5.0674
1999-06-01,start,3.8,3.9631,0.031229,6.0782,2.2011,2.4558,2.574,,2.4886,0.102468,0.000469,,,,0.099962,,0.003197,0.489973,0.116014,,,,1.013226,,,,5.099
1999-07-01,avg,3.8,3.9335,0.0317,5.9819,2.2401,2.5,2.5587,,2.4521,0.1025,0.0006,,,,0.0992,,0.0032,0.4897,0.1177,,,,1.0132,,,,5.0914
1999-07-01,end,3.8,4.0689,0.032969,6.1323,2.2517,2.4729,2.5236,,2.5513,0.102303,0.000554,,,,0.098811,,0.003148,0.489566,0.11805,,,,1.013186,,,,5.184
1999-07-01,high,3.8,4.0689,0.032969,6.1323,2.2568,2.5463,2.5997,,2.5513,0.103332,0.000573,,,,0.100054,,0.003279,0.489771,0.11805,,,,1.013267,,,,5.184
1999-07-01,low,3.8,3.8508,0.030983,5.8975,2.2288,2.4494,2.5136,,2.3983,0.101673,0.000545,,,,0.098332,,0.003143,0.489566,0.117503,,,,1.013172,,,,5.0296
1999-07-01,start,3.8,3.9468,0.03144,6.0031,2.2387,2.5432,2.5997,,2.462,0.103332,0.000565,,,,0.100054,,0.003279,0.489771,0.117612,,,,1.013172,,,,5.0808
1999-08-01,avg,3.8,4.0343,0.0335,6.1081,2.2635,2.4527,2.5448,,2.5212,0.1001,0.0005,,,,0.0967,,0.0032,0.4895,0.1187,,,,1.0133,,,,5.1828
1999-08-01,end,3.8,3.9817,0.03428,6.0402,2.2525,2.3973,2.5495,,2.4863,0.099257,0.000496,,,,0.095834,,0.003209,0.489376,0.119348,,,,1.013321,,,,5.1727
1999-08-01,high,3.8,4.0992,0.03428,6.161,2.2783,2.4984,2.5711,,2.5645,0.102124,0.000556,,,,0.098542,,0.003209,0.489566,0.119348,,,,1.013375,,,,5.2136
1999-08-01,low,3.8,3.9616,0.032909,6.0318,2.2478,2.3973,2.5228,,2.4741,0.098998,0.000484,,,,0.095335,,0.003147,0.489376,0.11805,,,,1.013118,,,,5.1587
1999-08-01,start,3.8,4.0585,0.033197,6.143,2.2611,2.4665,2.5228,,2.5422,0.102124,0.000556,,,,0.098542,,0.003153,0.489566,0.118142,,,,1.013267,,,,5.1906
1999-09-01,avg,3.8,3.9897,0.0354,6.1653,2.2409,2.4648,2.5709,,2.4903,0.0954,0.0005,,,,0.0945,,0.0032,0.4893,0.1195,,,,1.0133,,,,5.2302
1999-09-01,end,3.8,4.0459,0.035582,6.2495,2.2317,2.482,2.5911,,2.5277,0.092548,0.000453,,,,0.092966,,0.003123,0.489177,0.119535,,,,1.01332,,,,5.2732
1999-09-01,high,3.8,4.0596,0.036609,6.2613,2.2603,2.4938,2.6029,,2.5436,0.098779,0.000497,,,,0.09584,,0.003215,0.489427,0.119686,,,,1.013429,,,,5.2732
1999-09-01,low,3.8,3.9301,0.034268,6.0904,2.2191,2.4266,2.542,,2.4515,0.091489,0.000424,,,,0.092356,,0.00312,0.489177,0.119311,,,,1.013132,,,,5.1902
1999-09-01,start,3.8,4.0175,0.034736,6.1061,2.2603,2.4266,2.5428,,2.5099,0.098779,0.000497,,,,0.09584,,0.003215,0.489376,0.119461,,,,1.013294,,,,5.2195
1999-10-01,avg,3.8,4.0733,0.0358,6.2997,2.2667,2.4779,2.5735,,2.5558,0.0963,0.0005,,,,0.0943,,0.0032,0.4891,0.1196,,,,1.0133,,,,5.2796
1999-10-01,end,3.8,4.0005,0.036159,6.2244,2.2753,2.4501,2.5799,,2.4951,0.098141,0.000552,,,,0.09441,,0.003163,0.489029,0.119723,,,,1.013279,,,,5.2467
